Zeit (in s); x (in cm) ; y (in cm); vx (in cm/s) ; vy (in cm/s)
0.000E0; -5.114E0; 5.453E-2; ; 
1.833E-2; -5.060E0; 5.438E-2; 2.951E0; -8.164E-3
5.167E-2; -4.969E0; 6.080E-2; 2.732E0; 1.927E-1
8.500E-2; -4.843E0; 5.024E-2; 3.774E0; -3.167E-1
1.183E-1; -4.666E0; 4.788E-2; 5.318E0; -7.109E-2
1.517E-1; -4.458E0; 5.410E-2; 6.231E0; 1.866E-1
1.850E-1; -4.213E0; 4.946E-2; 7.353E0; -1.392E-1
2.183E-1; -3.936E0; 1.909E-2; 8.326E0; -9.110E-1
2.517E-1; -3.622E0; 3.915E-2; 9.407E0; 6.018E-1
2.850E-1; -3.294E0; 5.522E-2; 9.839E0; 4.819E-1
3.183E-1; -2.923E0; 5.103E-2; 1.112E1; -1.255E-1
3.517E-1; -2.539E0; 5.361E-2; 1.153E1; 7.730E-2
3.850E-1; -2.142E0; 5.914E-2; 1.190E1; 1.658E-1
4.183E-1; -1.731E0; 7.423E-2; 1.235E1; 4.528E-1
4.517E-1; -1.312E0; 5.476E-2; 1.255E1; -5.839E-1
4.850E-1; -8.853E-1; 6.038E-2; 1.281E1; 1.686E-1
5.183E-1; -4.357E-1; 6.148E-2; 1.349E1; 3.283E-2
5.517E-1; 2.382E-2; 7.866E-2; 1.378E1; 5.154E-1
5.850E-1; 4.461E-1; 6.720E-2; 1.267E1; -3.437E-1
6.183E-1; 8.658E-1; 8.859E-2; 1.259E1; 6.417E-1
6.517E-1; 1.268E0; 9.210E-2; 1.207E1; 1.053E-1
6.850E-1; 1.659E0; 9.171E-2; 1.173E1; -1.183E-2
7.183E-1; 2.031E0; 8.193E-2; 1.116E1; -2.932E-1
7.517E-1; 2.393E0; 8.751E-2; 1.086E1; 1.673E-1
7.850E-1; 2.729E0; 9.278E-2; 1.009E1; 1.581E-1
8.183E-1; 3.020E0; 9.177E-2; 8.712E0; -3.047E-2
8.517E-1; 3.276E0; 9.029E-2; 7.677E0; -4.427E-2
8.850E-1; 3.512E0; 1.098E-1; 7.086E0; 5.846E-1
9.183E-1; 3.704E0; 1.124E-1; 5.757E0; 7.944E-2
9.517E-1; 3.855E0; 1.029E-1; 4.547E0; -2.851E-1
9.850E-1; 3.968E0; 1.168E-1; 3.389E0; 4.172E-1
1.018E0; 4.032E0; 1.318E-1; 1.913E0; 4.487E-1
1.052E0; 4.044E0; 1.191E-1; 3.587E-1; -3.804E-1
1.085E0; 4.010E0; 1.123E-1; -1.030E0; -2.051E-1
1.118E0; 3.928E0; 1.111E-1; -2.443E0; -3.555E-2
1.152E0; 3.816E0; 6.861E-2; -3.383E0; -1.274E0
1.185E0; 3.642E0; 1.193E-1; -5.221E0; 1.520E0
1.218E0; 3.439E0; 1.259E-1; -6.074E0; 1.995E-1
1.252E0; 3.210E0; 9.186E-2; -6.870E0; -1.022E0
1.285E0; 2.947E0; 9.616E-2; -7.878E0; 1.289E-1
1.318E0; 2.648E0; 7.797E-2; -8.992E0; -5.456E-1
1.352E0; 2.313E0; 8.168E-2; -1.003E1; 1.113E-1
1.385E0; 1.956E0; 6.831E-2; -1.073E1; -4.010E-1
1.418E0; 1.599E0; 6.974E-2; -1.070E1; 4.281E-2
1.452E0; 1.217E0; 6.884E-2; -1.146E1; -2.709E-2
1.485E0; 8.234E-1; 5.736E-2; -1.181E1; -3.443E-1
1.518E0; 4.213E-1; 6.074E-2; -1.206E1; 1.012E-1
1.552E0; -6.439E-3; 6.552E-2; -1.283E1; 1.434E-1
1.585E0; -4.346E-1; 4.704E-2; -1.284E1; -5.543E-1
1.618E0; -8.571E-1; 5.288E-2; -1.268E1; 1.752E-1
1.652E0; -1.256E0; 6.656E-2; -1.196E1; 4.105E-1
1.685E0; -1.655E0; 6.542E-2; -1.197E1; -3.413E-2
1.718E0; -2.033E0; 6.802E-2; -1.136E1; 7.797E-2
1.752E0; -2.410E0; 5.496E-2; -1.129E1; -3.918E-1
1.787E0; -2.761E0; 5.810E-2; -1.002E1; 8.959E-2
1.820E0; -3.081E0; 5.441E-2; -9.610E0; -1.107E-1
1.853E0; -3.387E0; 6.121E-2; -9.164E0; 2.040E-1
1.887E0; -3.664E0; 6.298E-2; -8.331E0; 5.333E-2
1.920E0; -3.908E0; 9.489E-2; -7.305E0; 9.572E-1
1.953E0; -4.134E0; 1.008E-1; -6.778E0; 1.763E-1
1.987E0; -4.314E0; 6.743E-2; -5.404E0; -1.000E0
2.020E0; -4.452E0; 4.686E-2; -4.135E0; -6.172E-1
2.053E0; -4.539E0; 4.992E-2; -2.615E0; 9.187E-2
2.087E0; -4.587E0; 5.491E-2; -1.444E0; 1.496E-1
2.120E0; -4.587E0; 6.004E-2; -1.720E-3; 1.540E-1
2.153E0; -4.560E0; 5.036E-2; 8.088E-1; -2.904E-1
2.187E0; -4.489E0; 6.527E-2; 2.141E0; 4.473E-1
2.220E0; -4.374E0; 4.409E-2; 3.454E0; -6.354E-1
2.253E0; -4.212E0; 5.085E-2; 4.844E0; 2.026E-1
2.287E0; -4.003E0; 9.161E-2; 6.266E0; 1.223E0
2.320E0; -3.772E0; 7.556E-2; 6.942E0; -4.816E-1
2.353E0; -3.509E0; 6.889E-2; 7.877E0; -1.998E-1
2.387E0; -3.229E0; 5.506E-2; 8.398E0; -4.152E-1
2.420E0; -2.918E0; 4.439E-2; 9.327E0; -3.198E-1
2.453E0; -2.586E0; 4.598E-2; 9.977E0; 4.762E-2
2.487E0; -2.249E0; 4.899E-2; 1.011E1; 9.012E-2
2.520E0; -1.882E0; 4.691E-2; 1.100E1; -6.224E-2
2.553E0; -1.508E0; 4.247E-2; 1.122E1; -1.331E-1
2.587E0; -1.115E0; 4.739E-2; 1.180E1; 1.475E-1
2.620E0; -7.178E-1; 6.241E-2; 1.191E1; 4.506E-1
2.653E0; -3.081E-1; 8.513E-2; 1.229E1; 6.817E-1
2.687E0; 9.182E-2; 7.879E-2; 1.200E1; -1.903E-1
2.720E0; 4.877E-1; 7.506E-2; 1.188E1; -1.117E-1
2.753E0; 8.614E-1; 8.953E-2; 1.121E1; 4.339E-1
2.787E0; 1.243E0; 9.691E-2; 1.144E1; 2.215E-1
2.820E0; 1.589E0; 7.759E-2; 1.040E1; -5.796E-1
2.853E0; 1.929E0; 9.783E-2; 1.020E1; 6.071E-1
2.887E0; 2.251E0; 6.675E-2; 9.653E0; -9.322E-1
2.920E0; 2.550E0; 6.981E-2; 8.958E0; 9.180E-2
2.953E0; 2.824E0; 6.894E-2; 8.224E0; -2.622E-2
2.987E0; 3.064E0; 7.559E-2; 7.191E0; 1.995E-1
3.020E0; 3.260E0; 9.059E-2; 5.882E0; 4.501E-1
3.053E0; 3.427E0; 1.082E-1; 5.032E0; 5.294E-1
3.087E0; 3.566E0; 1.164E-1; 4.161E0; 2.440E-1
3.120E0; 3.665E0; 1.057E-1; 2.964E0; -3.194E-1
3.153E0; 3.721E0; 8.576E-2; 1.696E0; -5.990E-1
3.187E0; 3.740E0; 9.026E-2; 5.646E-1; 1.351E-1
3.220E0; 3.717E0; 9.203E-2; -6.947E-1; 5.297E-2
3.253E0; 3.659E0; 1.112E-1; -1.754E0; 5.737E-1
3.287E0; 3.561E0; 1.111E-1; -2.941E0; -1.372E-3
3.320E0; 3.417E0; 1.065E-1; -4.298E0; -1.381E-1
3.353E0; 3.244E0; 9.361E-2; -5.191E0; -3.868E-1
3.387E0; 3.048E0; 9.413E-2; -5.898E0; 1.556E-2
3.420E0; 2.811E0; 8.866E-2; -7.097E0; -1.640E-1
3.453E0; 2.538E0; 7.547E-2; -8.206E0; -3.957E-1
3.487E0; 2.242E0; 7.395E-2; -8.857E0; -4.558E-2
3.520E0; 1.932E0; 7.518E-2; -9.318E0; 3.669E-2
3.553E0; 1.600E0; 7.185E-2; -9.945E0; -9.987E-2
3.587E0; 1.257E0; 7.307E-2; -1.030E1; 3.676E-2
3.620E0; 8.962E-1; 7.483E-2; -1.082E1; 5.261E-2
3.653E0; 5.236E-1; 7.076E-2; -1.118E1; -1.220E-1
3.687E0; 1.159E-1; 7.006E-2; -1.223E1; -2.096E-2
3.720E0; -2.714E-1; 5.880E-2; -1.162E1; -3.380E-1
3.753E0; -6.596E-1; 7.009E-2; -1.164E1; 3.388E-1
3.787E0; -1.042E0; 4.392E-2; -1.147E1; -7.852E-1
3.820E0; -1.405E0; 6.944E-2; -1.090E1; 7.657E-1
3.853E0; -1.758E0; 6.990E-2; -1.058E1; 1.363E-2
3.887E0; -2.096E0; 5.944E-2; -1.014E1; -3.137E-1
3.920E0; -2.433E0; 5.755E-2; -1.009E1; -5.664E-2
3.953E0; -2.732E0; 4.835E-2; -8.985E0; -2.761E-1
3.987E0; -3.027E0; 4.879E-2; -8.849E0; 1.345E-2
4.020E0; -3.296E0; 4.623E-2; -8.067E0; -7.690E-2
4.055E0; -3.533E0; 4.213E-2; -6.768E0; -1.172E-1
4.088E0; -3.754E0; 4.027E-2; -6.639E0; -5.569E-2
4.122E0; -3.754E0; 4.027E-2; 0.000E0; 0.000E0
4.155E0; -3.754E0; 4.027E-2; 0.000E0; 0.000E0
4.188E0; -3.754E0; 4.027E-2; 0.000E0; 0.000E0
4.222E0; -4.248E0; 2.484E-2; -1.482E1; -4.630E-1
4.255E0; -4.285E0; 3.787E-2; -1.090E0; 3.910E-1
4.288E0; -4.261E0; 3.385E-2; 7.081E-1; -1.207E-1
4.322E0; -4.190E0; 4.863E-2; 2.124E0; 4.434E-1
4.355E0; -4.081E0; 4.489E-2; 3.273E0; -1.122E-1
4.388E0; -3.947E0; 3.991E-2; 4.033E0; -1.492E-1
4.422E0; -3.778E0; 4.162E-2; 5.049E0; 5.106E-2
4.455E0; -3.585E0; 3.866E-2; 5.814E0; -8.872E-2
4.488E0; -3.350E0; 2.136E-2; 7.030E0; -5.191E-1
4.522E0; -3.094E0; 3.423E-2; 7.674E0; 3.863E-1
4.555E0; -2.803E0; 3.164E-2; 8.736E0; -7.773E-2
4.588E0; -2.521E0; 3.529E-2; 8.463E0; 1.094E-1
4.622E0; -2.208E0; 2.865E-2; 9.390E0; -1.990E-1
4.655E0; -1.884E0; 3.347E-2; 9.731E0; 1.445E-1
4.688E0; -1.539E0; 3.312E-2; 1.035E1; -1.055E-2
4.722E0; -1.175E0; 3.942E-2; 1.092E1; 1.889E-1
4.755E0; -8.078E-1; 4.364E-2; 1.101E1; 1.268E-1
4.788E0; -4.338E-1; 3.490E-2; 1.122E1; -2.622E-1
4.822E0; -5.769E-2; 4.082E-2; 1.128E1; 1.775E-1
4.855E0; 3.105E-1; 3.496E-2; 1.104E1; -1.757E-1
4.888E0; 6.707E-1; 2.697E-2; 1.081E1; -2.399E-1
4.922E0; 1.017E0; 3.706E-2; 1.040E1; 3.029E-1
4.955E0; 1.362E0; 3.990E-2; 1.033E1; 8.506E-2
4.988E0; 1.672E0; 4.052E-2; 9.311E0; 1.859E-2
5.022E0; 1.971E0; 3.246E-2; 8.979E0; -2.416E-1
5.055E0; 2.262E0; 3.970E-2; 8.722E0; 2.173E-1
5.088E0; 2.531E0; 3.500E-2; 8.065E0; -1.410E-1
5.122E0; 2.772E0; 2.958E-2; 7.230E0; -1.627E-1
5.155E0; 2.980E0; 3.623E-2; 6.256E0; 1.995E-1
5.188E0; 3.146E0; 3.412E-2; 4.981E0; -6.334E-2
5.222E0; 3.281E0; 4.197E-2; 4.042E0; 2.356E-1
5.255E0; 3.382E0; 4.424E-2; 3.016E0; 6.797E-2
5.288E0; 3.449E0; 4.985E-2; 2.007E0; 1.682E-1
5.322E0; 3.478E0; 5.319E-2; 8.835E-1; 1.004E-1
5.355E0; 3.471E0; 5.111E-2; -2.240E-1; -6.246E-2
5.388E0; 3.420E0; 4.454E-2; -1.522E0; -1.972E-1
5.422E0; 3.343E0; 4.633E-2; -2.310E0; 5.365E-2
5.455E0; 3.226E0; 4.267E-2; -3.501E0; -1.097E-1
5.488E0; 3.087E0; 3.482E-2; -4.162E0; -2.356E-1
5.522E0; 2.906E0; 4.143E-2; -5.451E0; 1.983E-1
5.555E0; 2.685E0; 2.588E-2; -6.622E0; -4.664E-1
5.588E0; 2.442E0; 2.287E-2; -7.296E0; -9.023E-2
5.622E0; 2.172E0; 2.978E-2; -8.081E0; 2.071E-1
5.655E0; 1.891E0; -6.054E-6; -8.450E0; -8.935E-1
5.688E0; 1.592E0; 1.195E-2; -8.968E0; 3.588E-1
5.722E0; 1.270E0; 1.849E-2; -9.666E0; 1.962E-1
5.755E0; 9.409E-1; 1.540E-2; -9.862E0; -9.284E-2
5.788E0; 5.873E-1; 3.558E-3; -1.061E1; -3.552E-1
5.822E0; 2.354E-1; 1.330E-2; -1.056E1; 2.923E-1
5.855E0; -1.363E-1; -1.159E-2; -1.115E1; -7.467E-1
5.888E0; -4.821E-1; -1.863E-2; -1.037E1; -2.114E-1
5.922E0; -8.397E-1; 1.342E-2; -1.073E1; 9.617E-1
5.955E0; -1.184E0; 1.454E-2; -1.033E1; 3.364E-2
5.988E0; -1.529E0; 7.329E-3; -1.036E1; -2.164E-1
6.022E0; -1.849E0; 1.671E-4; -9.590E0; -2.149E-1
6.055E0; -2.168E0; -8.800E-3; -9.560E0; -2.690E-1
6.088E0; -2.452E0; 1.614E-3; -8.536E0; 3.124E-1
6.122E0; -2.722E0; 3.408E-3; -8.106E0; 5.383E-2
6.155E0; -2.976E0; 1.494E-3; -7.607E0; -5.742E-2
6.188E0; -3.208E0; 5.823E-4; -6.959E0; -2.734E-2
6.222E0; -3.400E0; 5.812E-3; -5.764E0; 1.569E-1
6.255E0; -3.571E0; -1.286E-2; -5.125E0; -5.600E-1
6.288E0; -3.709E0; -1.754E-4; -4.144E0; 3.804E-1
6.323E0; -3.816E0; 1.031E-2; -3.060E0; 2.994E-1
6.357E0; -3.898E0; 6.556E-3; -2.448E0; -1.125E-1
6.390E0; -3.937E0; 2.248E-3; -1.183E0; -1.292E-1
6.423E0; -3.948E0; -2.113E-3; -3.321E-1; -1.308E-1
6.457E0; -3.925E0; 7.097E-3; 7.045E-1; 2.763E-1
6.490E0; -3.879E0; 2.162E-3; 1.357E0; -1.480E-1
6.523E0; -3.795E0; -3.649E-3; 2.531E0; -1.743E-1
6.557E0; -3.682E0; -1.515E-3; 3.401E0; 6.403E-2
6.590E0; -3.544E0; -9.251E-3; 4.132E0; -2.321E-1
6.623E0; -3.375E0; -1.060E-2; 5.059E0; -4.034E-2
6.657E0; -3.189E0; -1.933E-2; 5.588E0; -2.620E-1
6.690E0; -2.961E0; -2.227E-2; 6.837E0; -8.825E-2
6.723E0; -2.715E0; -2.311E-2; 7.375E0; -2.511E-2
6.757E0; -2.452E0; -1.765E-2; 7.890E0; 1.638E-1
6.790E0; -2.176E0; -2.444E-2; 8.295E0; -2.038E-1
6.823E0; -1.883E0; -2.375E-2; 8.783E0; 2.075E-2
6.857E0; -1.555E0; -1.469E-2; 9.838E0; 2.718E-1
6.890E0; -1.219E0; -5.123E-3; 1.009E1; 2.870E-1
6.923E0; -8.889E-1; -1.478E-2; 9.894E0; -2.896E-1
6.957E0; -5.397E-1; -2.024E-2; 1.048E1; -1.638E-1
6.990E0; -1.962E-1; -2.200E-2; 1.031E1; -5.299E-2
7.023E0; 1.492E-1; -1.819E-2; 1.036E1; 1.145E-1
7.057E0; 4.981E-1; -1.791E-2; 1.047E1; 8.252E-3
7.090E0; 8.228E-1; -1.404E-2; 9.740E0; 1.162E-1
7.123E0; 1.136E0; -1.646E-2; 9.383E0; -7.249E-2
7.157E0; 1.440E0; -2.175E-2; 9.133E0; -1.589E-1
7.190E0; 1.710E0; -2.722E-2; 8.102E0; -1.640E-1
7.223E0; 1.981E0; -3.557E-2; 8.116E0; -2.506E-1
7.257E0; 2.228E0; -2.943E-2; 7.430E0; 1.842E-1
7.290E0; 2.467E0; -2.942E-2; 7.162E0; 2.698E-4
7.323E0; 2.673E0; -1.388E-2; 6.167E0; 4.663E-1
7.357E0; 2.849E0; -1.263E-2; 5.299E0; 3.757E-2
7.390E0; 2.994E0; -2.819E-2; 4.352E0; -4.670E-1
7.423E0; 3.093E0; -4.665E-3; 2.958E0; 7.059E-1
7.457E0; 3.156E0; -1.088E-2; 1.898E0; -1.865E-1
7.490E0; 3.187E0; -8.666E-3; 9.356E-1; 6.651E-2
7.523E0; 3.187E0; -1.084E-2; 1.641E-3; -6.516E-2
7.557E0; 3.148E0; -8.067E-3; -1.187E0; 8.315E-2
7.590E0; 3.079E0; -8.785E-3; -2.069E0; -2.156E-2
7.623E0; 2.977E0; -8.653E-3; -3.068E0; 3.957E-3
7.657E0; 2.834E0; -8.125E-3; -4.276E0; 1.585E-2
7.690E0; 2.654E0; -6.512E-3; -5.386E0; 4.839E-2
7.723E0; 2.446E0; -9.437E-3; -6.266E0; -8.776E-2
7.757E0; 2.216E0; -7.454E-3; -6.901E0; 5.949E-2
7.790E0; 1.965E0; -1.332E-2; -7.520E0; -1.759E-1
7.823E0; 1.705E0; -4.240E-3; -7.812E0; 2.723E-1
7.857E0; 1.431E0; -4.831E-3; -8.201E0; -1.774E-2
7.890E0; 1.125E0; -4.157E-3; -9.172E0; 2.021E-2
7.923E0; 8.154E-1; -4.158E-3; -9.301E0; -2.248E-5
7.957E0; 4.922E-1; -1.106E-3; -9.695E0; 9.158E-2
7.990E0; 1.576E-1; -8.949E-4; -1.004E1; 6.318E-3
8.023E0; -1.792E-1; -1.222E-2; -1.010E1; -3.397E-1
8.057E0; -5.065E-1; -1.472E-2; -9.821E0; -7.494E-2
8.090E0; -8.426E-1; -5.567E-3; -1.008E1; 2.744E-1
8.123E0; -1.157E0; -7.881E-3; -9.418E0; -6.941E-2
8.157E0; -1.470E0; -6.483E-3; -9.400E0; 4.193E-2
8.190E0; -1.778E0; -2.921E-2; -9.236E0; -6.819E-1
8.223E0; -2.048E0; -7.077E-3; -8.100E0; 6.640E-1
8.257E0; -2.313E0; -8.642E-3; -7.949E0; -4.695E-2
8.290E0; -2.558E0; -1.433E-3; -7.371E0; 2.163E-1
8.323E0; -2.781E0; 5.838E-3; -6.691E0; 2.181E-1
8.357E0; -2.996E0; 8.521E-4; -6.435E0; -1.496E-1
8.390E0; -3.182E0; -3.305E-3; -5.571E0; -1.247E-1
8.423E0; -3.339E0; -3.444E-3; -4.709E0; -4.160E-3
8.457E0; -3.457E0; -3.534E-3; -3.554E0; -2.698E-3
8.490E0; -3.540E0; -4.534E-3; -2.496E0; -3.002E-2
8.523E0; -3.605E0; -3.163E-3; -1.931E0; 4.115E-2
8.558E0; -3.634E0; -6.601E-5; -8.353E-1; 8.848E-2
8.592E0; -3.634E0; 1.309E-3; -2.788E-3; 4.126E-2
8.625E0; -3.602E0; -1.441E-3; 9.480E-1; -8.252E-2
8.658E0; -3.537E0; -7.405E-4; 1.948E0; 2.102E-2
8.692E0; -3.449E0; 3.507E-4; 2.657E0; 3.274E-2
8.725E0; -3.327E0; 1.818E-3; 3.671E0; 4.402E-2
8.758E0; -3.173E0; -9.167E-4; 4.606E0; -8.204E-2
8.792E0; -2.993E0; -4.188E-3; 5.406E0; -9.814E-2
8.825E0; -2.791E0; -4.722E-3; 6.070E0; -1.603E-2
8.858E0; -2.568E0; 3.884E-3; 6.688E0; 2.582E-1
8.892E0; -2.340E0; -5.477E-3; 6.815E0; -2.808E-1
8.925E0; -2.083E0; -5.403E-3; 7.737E0; 2.226E-3
8.958E0; -1.810E0; -4.232E-3; 8.177E0; 3.512E-2
8.992E0; -1.532E0; -1.311E-3; 8.334E0; 8.764E-2
9.025E0; -1.228E0; -1.329E-3; 9.115E0; -5.396E-4
9.058E0; -9.287E-1; -7.098E-3; 8.989E0; -1.731E-1
9.092E0; -6.005E-1; -8.483E-3; 9.846E0; -4.157E-2
9.125E0; -2.770E-1; -1.365E-2; 9.705E0; -1.549E-1
9.158E0; 4.695E-2; -8.057E-3; 9.719E0; 1.677E-1
9.192E0; 3.647E-1; -8.234E-3; 9.532E0; -5.329E-3
9.225E0; 6.709E-1; -8.863E-3; 9.188E0; -1.886E-2
9.258E0; 9.675E-1; -8.258E-3; 8.897E0; 1.814E-2
